ID,Name,Size,MRP,Sale Price,URL
536,SBL Natrum Muriaticum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-natrum-muriaticum-dilution-200-ch-otc348399
537,Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,11 ml,₹145,₹114,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-30-ch-otc326754
538,SBL Phytolacca Berry Tablet,25 gm,₹155,₹146,https://www.1mg.com/otc/sbl-phytolacca-berry-tablet-otc330968
539,SBL Alfalfa Tonic Paediatric,180 ml,₹175,₹160,https://www.1mg.com/otc/sbl-alfalfa-tonic-paediatric-otc328980
540,Bjain Phytolacca Berry Mother Tincture Q,100 ml,₹505,₹364,https://www.1mg.com/otc/bjain-phytolacca-berry-mother-tincture-q-otc445305
541,Dr. Reckeweg Hepar Sulphur Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-hepar-sulphur-dilution-200-ch-otc335107
542,SBL Homeodent Saunf Toothpaste,100 gm,₹75,₹74,https://www.1mg.com/otc/sbl-homeodent-saunf-toothpaste-otc328968
543,Dr Willmar Schwabe India Nuphar Lutea Mother Tincture Q,30 ml,₹275,₹250,https://www.1mg.com/otc/dr-willmar-schwabe-india-nuphar-lutea-mother-tincture-q-otc391411
544,Bakson's Homeopathy Aloevera Calendula Cream,500 gm,₹485,₹385,https://www.1mg.com/otc/bakson-s-homeopathy-aloevera-calendula-cream-otc400431
545,Bakson's Homeopathy S-Cure Cream,30 gm,₹95,₹84,https://www.1mg.com/otc/bakson-s-homeopathy-s-cure-cream-otc326015
546,SBL Janosia Ashoka Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-janosia-ashoka-mother-tincture-q-otc338445
547,Dr Willmar Schwabe India Arsenicum Album Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-arsenicum-album-dilution-30-ch-otc396377
548,SBL Phosphorus Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-phosphorus-dilution-200-ch-otc348509
549,SBL China Officinalis Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/sbl-china-officinalis-dilution-200-ch-otc346148
550,ADEL 22 Renelix Drop,20 ml,₹295,₹260,https://www.1mg.com/otc/adel-22-renelix-drop-otc327179
551,Dr. Reckeweg Pulsatilla Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-pulsatilla-dilution-200-ch-otc331725
552,Bakson's Homeopathy Calci Aid Tablet,75 tablets,₹215,₹180,https://www.1mg.com/otc/bakson-s-homeopathy-calci-aid-tablet-otc327082
553,Dr. Reckeweg Kali Bichrom Dilution 30 CH,11 ml,₹145,₹111,https://www.1mg.com/otc/dr.-reckeweg-kali-bichrom-dilution-30-ch-otc326705
554,Dr. Reckeweg Kali Phosphoricum Biochemic Tablet 12X,20 gm,₹220,₹190,https://www.1mg.com/otc/dr.-reckeweg-kali-phosphoricum-biochemic-tablet-12x-otc334911
555,SBL Graphites Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-graphites-dilution-30-ch-otc338325
556,Dr Willmar Schwabe India Ginseng Mother Tincture Q,30 ml,₹320,₹297,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginseng-mother-tincture-q-otc391010
557,Dr Willmar Schwabe India Thyroidinum Trituration Tablet 6X,20 gm,₹190,₹115,https://www.1mg.com/otc/dr-willmar-schwabe-india-thyroidinum-trituration-tablet-6x-otc400898
558,Allen A92 C.K.D.(Chronic Kidney Diseases) Drop,30 ml,₹170,₹163,https://www.1mg.com/otc/allen-a92-c.k.d.-chronic-kidney-diseases-drop-otc330463
559,Wheezal Hekla Lava Tooth Powder,200 gm,₹250,₹225,https://www.1mg.com/otc/wheezal-hekla-lava-tooth-powder-otc536965
560,SBL Lecithinum Trituration Tablet 3X,25 gm,₹175,₹165,https://www.1mg.com/otc/sbl-lecithinum-trituration-tablet-3x-otc338981
561,ADEL Chelidonium Mother Tincture Q,20 ml,₹285,₹268,https://www.1mg.com/otc/adel-chelidonium-mother-tincture-q-otc327711
562,Dr. Reckeweg Agnus Castus Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-agnus-castus-dilution-30-ch-otc326920
563,Bakson's Homeopathy Diab Aid Drop,30 ml,₹145,MRP₹155,https://www.1mg.com/otc/bakson-s-homeopathy-diab-aid-drop-otc326086
564,SBL Agnus Castus Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/sbl-agnus-castus-mother-tincture-q-otc338531
565,SBL Calcarea Phosphorica Biochemic Tablet 12X,25 gm,₹110,₹90,https://www.1mg.com/otc/sbl-calcarea-phosphorica-biochemic-tablet-12x-otc331092
566,Bhargava Tumorin Drop,30 ml,₹180,₹167,https://www.1mg.com/otc/bhargava-tumorin-drop-otc327451
567,Dr Willmar Schwabe India Carduus Marianus Mother Tincture Q,30 ml,₹150,₹134,https://www.1mg.com/otc/dr-willmar-schwabe-india-carduus-marianus-mother-tincture-q-otc390832
568,Wheezal Nosoline Nasal Spray,10 ml,₹120,₹107,https://www.1mg.com/otc/wheezal-nosoline-nasal-spray-otc367460
569,SBL Ache-Nil Drop,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-ache-nil-drop-otc357578
570,ADEL 27 Inflamyar Drop,20 ml,₹310,₹270,https://www.1mg.com/otc/adel-27-inflamyar-drop-otc326093
571,SBL Borax Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-borax-dilution-30-ch-otc338363
572,SBL Jaborandi Hair Oil,100 ml,₹160,₹142,https://www.1mg.com/otc/sbl-jaborandi-hair-oil-otc329034
573,Pioneer Pharma Aconite Nap Globules Pellet Multidose Pills 30 CH,150 tablets,₹120,₹96,https://www.1mg.com/otc/pioneer-pharma-aconite-nap-globules-pellet-multidose-pills-30-ch-otc900937
574,SBL Tinospora Cordifolia Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-tinospora-cordifolia-mother-tincture-q-otc338565
575,SBL Aesculus Hippocastanum Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-aesculus-hippocastanum-mother-tincture-q-otc338534
576,New Life Sinocin Drop,30 ml,₹140,₹122,https://www.1mg.com/otc/new-life-sinocin-drop-otc326162
577,Dr. Reckeweg R37 Intestinal Colic Drop,22 ml,₹285,₹248,https://www.1mg.com/otc/dr.-reckeweg-r37-intestinal-colic-drop-otc327441
578,Dr. Reckeweg Physostigma  Venenosum Dilution 30 CH,11 ml,₹145,₹141,https://www.1mg.com/otc/dr.-reckeweg-physostigma-venenosum-dilution-30-ch-otc326489
579,SBL Apis Mellifica Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-apis-mellifica-dilution-200-ch-otc345899
580,Medisynth Witch Hazel Cream,20 gm,₹100,₹94.5,https://www.1mg.com/otc/medisynth-witch-hazel-cream-otc325282
581,Dr Willmar Schwabe India Lycopodium Clavatum Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/dr-willmar-schwabe-india-lycopodium-clavatum-dilution-200-ch-otc405139
582,ADEL 66 Toxex Drop,20 ml,₹310,₹270,https://www.1mg.com/otc/adel-66-toxex-drop-otc326069
583,Dr. Reckeweg Sulphur Dilution 30 CH,11 ml,₹145,₹136,https://www.1mg.com/otc/dr.-reckeweg-sulphur-dilution-30-ch-otc326404
584,Wheezal Hekla Lava Dental Dental Gel,100 gm,₹95,₹84,https://www.1mg.com/otc/wheezal-hekla-lava-dental-dental-gel-otc551965
585,SBL Thuja Gel,25 gm,₹75,₹66.8,https://www.1mg.com/otc/sbl-thuja-gel-otc331010
586,Bjain Rauwolfia Serpentina Mother Tincture Q,100 ml,₹195,₹174,https://www.1mg.com/otc/bjain-rauwolfia-serpentina-mother-tincture-q-otc444980
587,SBL Ignatia Amara Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-ignatia-amara-dilution-200-ch-otc347956
588,SBL Constinil Drop,30 ml,₹130,₹124,https://www.1mg.com/otc/sbl-constinil-drop-otc521983
589,Dr. Reckeweg R33 Epilepsy Drop,22 ml,₹285,₹246,https://www.1mg.com/otc/dr.-reckeweg-r33-epilepsy-drop-otc326042
590,Haslab Drox 20 Pilovarin Drop,30 ml,₹170,₹162,https://www.1mg.com/otc/haslab-drox-20-pilovarin-drop-otc339523
591,Bakson B11 Pain Drop,30 ml,₹185,₹141,https://www.1mg.com/otc/bakson-b11-pain-drop-otc388020
592,Dr. Reckeweg Causticum Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-causticum-dilution-200-ch-otc335669
593,Bakson's Homeopathy Flu Aid Tablet,75 tablets,₹215,₹191,https://www.1mg.com/otc/bakson-s-homeopathy-flu-aid-tablet-otc327081
594,Dr. Reckeweg Bio-Combination 5 (BC 5) Tablet,20 gm,₹200,₹185,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-5-bc-5-tablet-otc326282
595,ADEL 8 CO-Hypert Drop,20 ml,₹310,₹269,https://www.1mg.com/otc/adel-8-co-hypert-drop-otc326116
596,Bjain Berberis Aquifolium Mother Tincture Q,100 ml,₹505,₹415,https://www.1mg.com/otc/bjain-berberis-aquifolium-mother-tincture-q-otc444630
597,Hapdco B.Ve. Phos Children Tonic,450 ml,₹310,₹291,https://www.1mg.com/otc/hapdco-b.ve.-phos-children-tonic-otc386091
598,SBL Anti-Dandruff Shampoo,100 ml,₹115,₹102,https://www.1mg.com/otc/sbl-anti-dandruff-shampoo-otc417229
599,SBL Acid Nitricum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-acid-nitricum-dilution-200-ch-otc345620
600,Dr. Reckeweg R10 Climacteric Drop,22 ml,₹285,₹250,https://www.1mg.com/otc/dr.-reckeweg-r10-climacteric-drop-otc327505
601,Bjain Jaborandi Mother Tincture Q,100 ml,₹345,₹250,https://www.1mg.com/otc/bjain-jaborandi-mother-tincture-q-otc445151
602,Dr Willmar Schwabe India Rhus Toxicodendron Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-toxicodendron-dilution-30-ch-otc393454
603,Sunny Herbals Derm Aid Soap,75 gm,₹55,₹49,https://www.1mg.com/otc/sunny-herbals-derm-aid-soap-otc499056
604,SBL Azadirachta Indica Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-azadirachta-indica-mother-tincture-q-otc338514
605,SBL Thuja Occidentalis Dilution 1000 C,30 ml,₹140,₹123,https://www.1mg.com/otc/sbl-thuja-occidentalis-dilution-1000-c-otc338172
606,Dr. Reckeweg R30 Universal Ointment,85 gm,₹695,₹604,https://www.1mg.com/otc/dr.-reckeweg-r30-universal-ointment-otc326237
607,ADEL 16 Gastul Drop,20 ml,₹310,₹269,https://www.1mg.com/otc/adel-16-gastul-drop-otc327732
608,SBL Conium Maculatum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-conium-maculatum-dilution-30-ch-otc338338
609,SBL Phosphorus Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-phosphorus-dilution-30-ch-otc338306
610,ADEL 33 Apo-Oedem Drop,20 ml,₹310,₹268,https://www.1mg.com/otc/adel-33-apo-oedem-drop-otc327728
611,SBL Cantharis Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-cantharis-dilution-200-ch-otc346096
612,SBL Bio-Combination 11 Tablet,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-bio-combination-11-tablet-otc331047
613,Bakson B9 Hemorrhoidal Drop,30 ml,₹185,₹155,https://www.1mg.com/otc/bakson-b9-hemorrhoidal-drop-otc388012
614,Dr. Reckeweg R21 Reconstituant Drop,22 ml,₹285,₹244,https://www.1mg.com/otc/dr.-reckeweg-r21-reconstituant-drop-otc327478
615,Dr. Reckeweg R48 Pulmonary Diseases Drop,22 ml,₹285,₹254,https://www.1mg.com/otc/dr.-reckeweg-r48-pulmonary-diseases-drop-otc327424
616,SBL Staphysagria Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-staphysagria-dilution-30-ch-otc338221
617,SBL Alfalfa Tonic with Ginseng Sugar Free,180 ml,₹195,₹183,https://www.1mg.com/otc/sbl-alfalfa-tonic-with-ginseng-sugar-free-otc328978
618,Dr. Reckeweg Hair Care Combo (R89 + Lycopodium Dilution 30CH),180 ml,₹475,₹466,https://www.1mg.com/otc/dr.-reckeweg-hair-care-combo-r89-lycopodium-dilution-30ch-otc371393
619,SBL Senega Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/sbl-senega-mother-tincture-q-otc338417
620,SBL Ratanhia Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-ratanhia-dilution-30-ch-otc348588
621,SBL Homoeopathic Home Kit,30 ml,₹100,MRP₹845,https://www.1mg.com/otc/sbl-homoeopathic-home-kit-otc326107
622,SBL Jaborandi Plus Hair Oil,200 ml,₹100,MRP₹300,https://www.1mg.com/otc/sbl-jaborandi-plus-hair-oil-otc328682
623,SBL Bio-Combination 7 Tablet,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-bio-combination-7-tablet-otc331028
624,Dr Willmar Schwabe India Ocimum Sanctum Mother Tincture Q,30 ml,₹110,₹93,https://www.1mg.com/otc/dr-willmar-schwabe-india-ocimum-sanctum-mother-tincture-q-otc391430
625,SBL Bio-Combination 20 Tablet,450 gm,₹720,₹559,https://www.1mg.com/otc/sbl-bio-combination-20-tablet-otc812878
626,Dr. Reckeweg Natrum Mur Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-natrum-mur-dilution-200-ch-otc330531
627,Medisynth Aqui Folium Cream,20 gm,₹170,MRP₹100,https://www.1mg.com/otc/medisynth-aqui-folium-cream-otc339304
628,SBL Embelica Officinalis Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-embelica-officinalis-mother-tincture-q-otc338487
629,SBL Silk N Stay Aloe Vera Cream for Normal / Oily Skin,50 gm,₹65,₹57,https://www.1mg.com/otc/sbl-silk-n-stay-aloe-vera-cream-for-normal-oily-skin-otc328964
630,Hapdco Cholerasol Drop,30 ml,₹90,₹76,https://www.1mg.com/otc/hapdco-cholerasol-drop-otc386096
631,Wheezal Arnica Hair N Scalp Anti-Dandruff Shampoo,100 ml,₹140,₹125,https://www.1mg.com/otc/wheezal-arnica-hair-n-scalp-anti-dandruff-shampoo-otc771395
632,Dr. Reckeweg Bio-Combination 4 (BC 4) Tablet,20 gm,₹200,₹188,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-4-bc-4-tablet-otc326283
633,Dr Willmar Schwabe India Arnica Montana Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-arnica-montana-dilution-30-ch-otc396565
634,SBL Antimonium Crudum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-antimonium-crudum-dilution-200-ch-otc345890
635,Dr. Reckeweg R74 Nocturnal Enuresis Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r74-nocturnal-enuresis-drop-otc326125
636,SBL Arnica Montana Dilution 1000 CH,30 ml,₹140,₹125,https://www.1mg.com/otc/sbl-arnica-montana-dilution-1000-ch-otc338217
637,Dr. Reckeweg R63 Impaired Circulation Drop,22 ml,₹285,₹245,https://www.1mg.com/otc/dr.-reckeweg-r63-impaired-circulation-drop-otc327396
638,ADEL 85 Neu-Regen Tonic,250 ml,₹770,₹716,https://www.1mg.com/otc/adel-85-neu-regen-tonic-otc327650
639,Bakson's Homeopathy Astha Aid Syrup,450 ml,₹340,₹260,https://www.1mg.com/otc/bakson-s-homeopathy-astha-aid-syrup-otc502678
640,ADEL 1 Apo-Dolor Drop,20 ml,₹295,₹255,https://www.1mg.com/otc/adel-1-apo-dolor-drop-otc326144
641,Wheezal Super Alfalfa Tablet,250 tablets,₹295,MRP₹425,https://www.1mg.com/otc/wheezal-super-alfalfa-tablet-otc715832
642,REPL Dr. Advice No.73 Nasal Polyp Drop,30 ml,₹180,₹160,https://www.1mg.com/otc/repl-dr.-advice-no.73-nasal-polyp-drop-otc339410
643,Dr. Reckeweg R45 Illnesses Of The Larynx Drop,22 ml,₹285,₹268,https://www.1mg.com/otc/dr.-reckeweg-r45-illnesses-of-the-larynx-drop-otc326026
644,Boericke and Tafel Anti-Dandruff Oil,150 ml,₹135,₹130,https://www.1mg.com/otc/boericke-and-tafel-anti-dandruff-oil-otc388283
645,Dr. Reckeweg Natrum Mur Dilution 30 CH,11 ml,₹145,₹128,https://www.1mg.com/otc/dr.-reckeweg-natrum-mur-dilution-30-ch-otc326572
646,ADEL 48 Itires Drop,20 ml,₹310,₹265,https://www.1mg.com/otc/adel-48-itires-drop-otc326079
647,SBL Rite-Hite Tablet,450 gm,₹865,₹799,https://www.1mg.com/otc/sbl-rite-hite-tablet-otc812931
648,Bakson's Homeopathy Calcarea Phosphorica Biochemic Tablet 6X,450 gm,₹120,₹97,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-phosphorica-biochemic-tablet-6x-otc695107
649,Bakson's Homeopathy Kof Aid Cough Syrup,450 ml,₹260,₹229,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-cough-syrup-otc502844
650,SBL Agnus Castus Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-agnus-castus-dilution-200-ch-otc345717
651,Dr Willmar Schwabe India Alpha - Acid Tablet,20 gm,₹198,₹186,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-acid-tablet-otc328839
652,Dr Willmar Schwabe India Histaminum Hydrochloricum Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/dr-willmar-schwabe-india-histaminum-hydrochloricum-dilution-30-ch-otc404000
653,Dr Willmar Schwabe India Echinacea Angustifolia Mother Tincture Q,30 ml,₹220,₹200,https://www.1mg.com/otc/dr-willmar-schwabe-india-echinacea-angustifolia-mother-tincture-q-otc390939
654,Dr. Reckeweg R4 Diarrhoea Drop,22 ml,₹285,₹248,https://www.1mg.com/otc/dr.-reckeweg-r4-diarrhoea-drop-otc326080
655,Dr. Reckeweg R83 Food Allergy Drop,30 ml,₹330,₹286,https://www.1mg.com/otc/dr.-reckeweg-r83-food-allergy-drop-otc327403
656,SBL Silicea Biochemic Tablet 12X,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-silicea-biochemic-tablet-12x-otc368310
657,Sunny Herbals Hair Color 12 Sachets Black,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-black-otc538260
658,SBL Staphysagria Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/sbl-staphysagria-dilution-200-ch-otc348744
659,ADEL 24 Septonsil Drop,20 ml,₹310,₹269,https://www.1mg.com/otc/adel-24-septonsil-drop-otc326096
660,SBL Natrum Sulphurica Biochemic Tablet 6X,25 gm,₹110,₹104,https://www.1mg.com/otc/sbl-natrum-sulphurica-biochemic-tablet-6x-otc331023
661,Dr. Reckeweg Natrum Phosphoricum Biochemic Tablet 6X,20 gm,₹200,₹174,https://www.1mg.com/otc/dr.-reckeweg-natrum-phosphoricum-biochemic-tablet-6x-otc327877
662,SBL Dysmin Tablet,25 gm,₹165,₹135,https://www.1mg.com/otc/sbl-dysmin-tablet-otc328995
663,Medisynth Rheuma-Saj Massage Oil,120 ml,₹160,₹142,https://www.1mg.com/otc/medisynth-rheuma-saj-massage-oil-otc787927
664,SBL FP-Tabs Tablet,450 gm,₹865,₹600,https://www.1mg.com/otc/sbl-fp-tabs-tablet-otc812925
665,SBL Fel Tauri Trituration Tablet 3X,25 gm,₹175,₹150,https://www.1mg.com/otc/sbl-fel-tauri-trituration-tablet-3x-otc339003
666,Dr. Reckeweg Silicea Dilution 200,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-silicea-dilution-200-otc331657
667,Dr. Reckeweg Caladium Seg Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-caladium-seg-dilution-30-ch-otc326875
668,Dr. Reckeweg R77 Anti-Smoking Drop,22 ml,₹285,₹254,https://www.1mg.com/otc/dr.-reckeweg-r77-anti-smoking-drop-otc326124
669,Bakson's Homeopathy Astha Aid Tablet,75 tablets,₹215,₹191,https://www.1mg.com/otc/bakson-s-homeopathy-astha-aid-tablet-otc325991
670,SBL Kalmegh Paediatric Drop,30 ml,₹95,₹80,https://www.1mg.com/otc/sbl-kalmegh-paediatric-drop-otc331015
671,Adven Justin Cough Syrup,180 ml,₹95,MRP₹175,https://www.1mg.com/otc/adven-justin-cough-syrup-otc328945
672,Dr. Reckeweg Berberis Vul Mother Tincture Q,100 ml,₹910,₹900,https://www.1mg.com/otc/dr.-reckeweg-berberis-vul-mother-tincture-q-otc574982
673,SBL Denton Tablet,25 gm,₹165,₹147,https://www.1mg.com/otc/sbl-denton-tablet-otc329026
674,SBL Aloe Socotrina Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-aloe-socotrina-dilution-200-ch-otc345746
675,Bakson's Homeopathy Chrysarobinum Ointment,25 gm,₹75,₹66,https://www.1mg.com/otc/bakson-s-homeopathy-chrysarobinum-ointment-otc326024
676,SBL Kreosotum Mother Tincture Q,30 ml,₹240,₹214,https://www.1mg.com/otc/sbl-kreosotum-mother-tincture-q-otc338687
677,SBL Silk N Stay Antiseptic Calendula Soap,75 gm,₹240,MRP₹55,https://www.1mg.com/otc/sbl-silk-n-stay-antiseptic-calendula-soap-otc330955
678,Dr Willmar Schwabe India Arsenicum Album Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-arsenicum-album-dilution-200-ch-otc396374
679,Boericke and Tafel Glow & Fairness Soap,75 gm,₹50,₹44,https://www.1mg.com/otc/boericke-and-tafel-glow-fairness-soap-otc498711
680,Dr. Reckeweg Baryta Carb Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-baryta-carb-dilution-200-ch-otc328890
681,SBL Cholesterinum Trituration Tablet 6X,25 gm,₹175,₹165,https://www.1mg.com/otc/sbl-cholesterinum-trituration-tablet-6x-otc339004
682,SBL Grindelia Robusta Mother Tincture Q,30 ml,₹240,₹230,https://www.1mg.com/otc/sbl-grindelia-robusta-mother-tincture-q-otc348933
683,SBL Silk N Stay Anti Acne Berberis Soap,75 gm,₹240,MRP₹55,https://www.1mg.com/otc/sbl-silk-n-stay-anti-acne-berberis-soap-otc330954
684,SBL Chamomilla Dilution 30 CH,30 ml,₹100,₹84,https://www.1mg.com/otc/sbl-chamomilla-dilution-30-ch-otc338352
685,Bakson's Homeopathy Gastro Aid Syrup,450 ml,₹275,₹186,https://www.1mg.com/otc/bakson-s-homeopathy-gastro-aid-syrup-otc502785
686,German's No Piles Care and Cure Drop,30 ml,₹170,₹156,https://www.1mg.com/otc/german-s-no-piles-care-and-cure-drop-otc650015
687,Dr Willmar Schwabe India Rhus Toxicodendron Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-toxicodendron-dilution-200-ch-otc393451
688,SBL Arnica Montana Fortified Hair Oil,200 ml,₹115,MRP₹205,https://www.1mg.com/otc/sbl-arnica-montana-fortified-hair-oil-otc328966
689,Dr Willmar Schwabe India Calcarea Carbonica Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-carbonica-dilution-200-ch-otc398265
690,Allen A90 Ovarian Cysts Drop,30 ml,₹170,₹163,https://www.1mg.com/otc/allen-a90-ovarian-cysts-drop-otc330237
691,Dr. Reckeweg R56 Oxysan Vermifuge Drop,22 ml,₹285,₹246,https://www.1mg.com/otc/dr.-reckeweg-r56-oxysan-vermifuge-drop-otc327414
692,Dr. Reckeweg Allium Cepa Dilution 30 CH,11 ml,₹145,₹136,https://www.1mg.com/otc/dr.-reckeweg-allium-cepa-dilution-30-ch-otc326918
693,SBL Bio-Combination 10 Tablet,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-bio-combination-10-tablet-otc331046
694,SBL Homeodent Neem Plus Toothpaste,100 gm,₹110,MRP₹75,https://www.1mg.com/otc/sbl-homeodent-neem-plus-toothpaste-otc360100
695,Dr Willmar Schwabe India Ginseng MT Tablet 1X,20 gm,₹320,₹285,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginseng-mt-tablet-1x-otc327334
696,SBL Eupatorium Perfoliatum Dilution 30 CH,30 ml,₹100,₹92.5,https://www.1mg.com/otc/sbl-eupatorium-perfoliatum-dilution-30-ch-otc338202
697,Wheezal Dr. Farokh J. Master's Wl 45 Anti-Snoring Drop,30 ml,₹175,₹156,https://www.1mg.com/otc/wheezal-dr.-farokh-j.-master-s-wl-45-anti-snoring-drop-otc715731
698,SBL Yohimbinum Mother Tincture Q,30 ml,₹330,₹280,https://www.1mg.com/otc/sbl-yohimbinum-mother-tincture-q-otc348873
699,SBL Bio-Combination 2 Tablet,25 gm,₹110,₹102,https://www.1mg.com/otc/sbl-bio-combination-2-tablet-otc331016
700,Allen A65 Bronchitis Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a65-bronchitis-drop-otc330438
701,SBL Drosera Rotundifolia Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-drosera-rotundifolia-dilution-30-ch-otc349141
702,Dr Willmar Schwabe India Aurum Muriaticum Natronatum Trituration Tablet 3X,20 gm,₹270,₹178,https://www.1mg.com/otc/dr-willmar-schwabe-india-aurum-muriaticum-natronatum-trituration-tablet-3x-otc401631
703,Bakson's Homeopathy Acne Aid Tablet,75 tablets,₹215,₹179,https://www.1mg.com/otc/bakson-s-homeopathy-acne-aid-tablet-otc659535
704,Bakson B1 Influenza & Fever Drop,30 ml,₹185,₹152,https://www.1mg.com/otc/bakson-b1-influenza-fever-drop-otc387989
705,Dr Willmar Schwabe India Tussistin Syrup,100 ml,₹100,₹85,https://www.1mg.com/otc/dr-willmar-schwabe-india-tussistin-syrup-otc326127
706,ADEL 78 Dercut Ointment,35 gm,₹530,₹493,https://www.1mg.com/otc/adel-78-dercut-ointment-otc326056
707,Hapdco Reumacon Pain Killer Oil,60 ml,₹175,₹165,https://www.1mg.com/otc/hapdco-reumacon-pain-killer-oil-otc370867
708,Bakson's Homeopathy Beepee Aid Drop,100 ml,₹330,₹265,https://www.1mg.com/otc/bakson-s-homeopathy-beepee-aid-drop-otc659393
709,SBL Insulinum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-insulinum-dilution-200-ch-otc348862
710,REPL Vigoura 5x Drop,30 ml,₹115,MRP₹499,https://www.1mg.com/otc/repl-vigoura-5x-drop-otc326006
711,Dr. Reckeweg Acid Phosph Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-acid-phosph-mother-tincture-q-otc327818
712,SBL Graphites Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-graphites-dilution-200-ch-otc347752
713,Dr Willmar Schwabe India Thuja Occidentalis Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-thuja-occidentalis-dilution-200-ch-otc406388
714,Dr. Reckeweg Echinacea Ang Mother Tincture Q,20 ml,₹315,₹242,https://www.1mg.com/otc/dr.-reckeweg-echinacea-ang-mother-tincture-q-otc327751
